Make,Model,Year,Color,Price,Horsepower,FuelEconomy,Trim
Audi,A4,2024,Midnight Blue,38013,201,30,Premium 40
Jeep,Wrangler,2024,Green,85512,470,14,Rubicon 392
Hyundai,Tucson,2025,Charcoal,30705,226,38,Hybrid Blue
Toyota,RAV4,2024,Orange,29637,203,30,XLE
Kia,Telluride,2022,Yellow,41053,291,23,SX Prestige
BMW,3 Series,2024,Burgundy,39561,255,29,330i
Volkswagen,Jetta,2025,Midnight Blue,34040,228,30,GLI Autobahn
Subaru,Crosstrek,2024,Black,25072,152,29,Base
Honda,CR-V,2024,Yellow,29865,204,40,Sport Hybrid
Hyundai,Elantra,2022,Burgundy,22268,201,31,N Line
Nissan,Altima,2020,Pearl White,17940,188,32,SR
Volkswagen,Tiguan,2022,Midnight Blue,21777,184,27,S
Ram,1500,2024,Orange,42169,305,23,Big Horn
Subaru,Outback,2024,Pearl White,28108,182,28,Premium
Ram,1500,2022,Yellow,34102,305,23,Big Horn
Chevrolet,Corvette,2025,Burgundy,78953,490,19,Stingray 3LT
Subaru,Outback,2020,Blue,24208,260,26,Onyx Edition XT
Subaru,Outback,2021,Blue,20961,182,28,Premium
Mercedes-Benz,GLE,2022,Orange,67469,429,20,AMG GLE 53
Kia,K5,2020,Pearl White,17088,180,31,GT-Line
Nissan,Rogue,2024,Yellow,26332,201,33,S
Audi,Q5,2020,Black,28773,201,26,Premium 40
Kia,K5,2023,Green,28912,290,27,GT
Audi,Q5,2024,Matte Black,53045,349,21,SQ5
Jeep,Wrangler,2023,Midnight Blue,29051,285,20,Sport
Toyota,Tacoma,2025,Yellow,41072,278,20,TRD Off-Road
Tesla,Model 3,2025,Yellow,52845,510,113,Performance
Mercedes-Benz,GLE,2021,Burgundy,50088,375,22,GLE 450
Ram,1500,2024,Charcoal,87425,702,12,TRX
Tesla,Model Y,2024,Matte Black,47274,456,111,Performance
Ram,1500,2023,Black,35137,305,23,Tradesman
Audi,A4,2020,Charcoal,25652,201,30,Premium 40
Ram,1500,2024,Midnight Blue,35175,305,23,Tradesman
Kia,Telluride,2024,White,34606,291,23,S
Volkswagen,Jetta,2022,White,23133,228,30,GLI Autobahn
BMW,3 Series,2023,Grey,38781,255,29,330i
Ram,1500,2024,Matte Black,41299,305,23,Big Horn
Toyota,Camry,2024,Pearl White,27435,203,32,SE
BMW,3 Series,2023,Orange,64708,473,19,M3
BMW,X5,2022,Blue,50805,375,25,sDrive40i
Kia,K5,2023,Red,23481,180,31,LXS
Chevrolet,Tahoe,2020,Yellow,39269,355,17,LT
Jeep,Wrangler,2025,Burgundy,31974,285,20,Sport
Toyota,Camry,2022,Red,23204,203,32,SE
Tesla,Model S,2024,Black,68183,670,120,Long Range
Hyundai,Tucson,2022,Charcoal,25905,226,38,Hybrid Blue
Ram,1500,2024,Burgundy,50765,395,22,Laramie
Ford,Explorer,2022,Charcoal,37546,300,24,ST-Line
Nissan,Rogue,2021,Yellow,27363,201,33,Platinum
Nissan,Altima,2024,Charcoal,24971,188,32,SR
Toyota,RAV4,2022,White,28948,203,28,Adventure
Hyundai,Elantra,2024,Yellow,20649,147,36,SE
Nissan,Altima,2024,Burgundy,25523,188,32,SR
Toyota,RAV4,2022,Matte Black,23876,203,30,XLE
Jeep,Wrangler,2023,Orange,38894,285,17,Rubicon
Ford,F-150,2022,Silver,62833,450,16,Raptor
Subaru,Crosstrek,2024,Orange,22433,152,29,Base
Kia,Telluride,2023,Yellow,32132,291,23,LX
BMW,3 Series,2024,Yellow,51027,382,26,M340i
Audi,A4,2021,Black,29200,201,30,Premium 40
Kia,Telluride,2023,White,45091,291,23,SX Prestige
Ford,Mustang,2024,Black,28313,315,26,EcoBoost
Hyundai,Tucson,2025,Red,34071,226,38,Hybrid Blue
Toyota,Tacoma,2024,Midnight Blue,36852,278,20,TRD Off-Road
Nissan,Altima,2021,Yellow,19852,188,32,SR
Nissan,Altima,2024,White,32326,248,29,SR VC-Turbo
BMW,X5,2022,Grey,67729,523,19,M60i
Volkswagen,Jetta,2024,Matte Black,29445,228,30,GLI Autobahn
Honda,Pilot,2024,Midnight Blue,40434,285,22,EX-L
BMW,3 Series,2025,Green,46041,255,29,330i
Chevrolet,Tahoe,2024,White,54838,355,17,LT
Tesla,Model Y,2024,Burgundy,48891,456,111,Performance
Nissan,Rogue,2023,Red,32285,201,33,Platinum
Chevrolet,Corvette,2022,Yellow,57710,490,19,Stingray 2LT
Chevrolet,Silverado 1500,2021,Orange,33721,310,20,LT
Honda,Civic,2022,Midnight Blue,19221,180,36,EX
Mercedes-Benz,GLE,2025,Grey,86128,429,20,AMG GLE 53
Mercedes-Benz,C-Class,2024,Red,43819,255,30,C 300
Audi,Q5,2022,Red,34182,201,26,Premium 40
Subaru,Crosstrek,2023,Black,25938,182,29,Limited
Mercedes-Benz,C-Class,2020,Grey,41180,402,22,AMG C 43
Mercedes-Benz,C-Class,2024,Silver,42026,255,30,C 300
Jeep,Wrangler,2021,Black,64496,470,14,Rubicon 392
Volkswagen,Tiguan,2025,Grey,38325,184,26,SEL R-Line
Mercedes-Benz,GLE,2024,Burgundy,57781,255,24,GLE 350
Audi,Q5,2022,Black,33622,201,26,Premium 40
Chevrolet,Silverado 1500,2022,Silver,40393,355,19,RST
Ram,1500,2024,Silver,60720,395,22,Limited
Hyundai,Elantra,2020,Green,21859,276,24,N
Subaru,Crosstrek,2022,Green,18744,152,29,Base
Mercedes-Benz,C-Class,2023,Yellow,40633,255,30,C 300
Chevrolet,Corvette,2022,Charcoal,58622,490,19,Stingray 2LT
Audi,Q5,2021,Green,32665,201,26,Premium 40
Subaru,Crosstrek,2023,Black,24690,182,29,Limited
Audi,A4,2023,Yellow,34660,201,30,Premium 40
Tesla,Model Y,2022,Black,42355,456,111,Performance
Jeep,Wrangler,2022,Yellow,69785,470,14,Rubicon 392
Subaru,Outback,2024,Burgundy,26937,182,28,Premium
Subaru,Outback,2022,Red,29638,260,23,Wilderness
Honda,Pilot,2022,Midnight Blue,32929,285,22,Sport
Mercedes-Benz,GLE,2024,Green,80011,429,20,AMG GLE 53
Honda,CR-V,2024,Yellow,31044,204,40,Sport Hybrid
Toyota,RAV4,2025,Black,30003,203,30,XLE
Toyota,RAV4,2024,Silver,27829,203,30,XLE
Honda,Civic,2024,Silver,25954,180,36,EX
Mercedes-Benz,GLE,2021,Silver,45681,255,24,GLE 350
Volkswagen,Tiguan,2024,Matte Black,28534,184,27,SE
Chevrolet,Corvette,2020,Red,51223,490,19,Stingray 3LT
BMW,3 Series,2024,Blue,51829,382,26,M340i
Nissan,Altima,2023,Black,29180,248,29,SR VC-Turbo
Nissan,Altima,2024,Midnight Blue,25590,188,32,S
Audi,A4,2022,Silver,41469,349,24,S4
Mercedes-Benz,C-Class,2023,Silver,40155,255,30,C 300
Chevrolet,Silverado 1500,2023,Silver,41838,310,20,LT
Hyundai,Tucson,2020,Midnight Blue,19479,187,28,SE
Volkswagen,Jetta,2022,Grey,24307,228,30,GLI Autobahn
Toyota,Prius,2024,Matte Black,25258,194,57,LE
Volkswagen,Tiguan,2023,Green,26440,184,27,S
Nissan,Altima,2025,Pearl White,24385,188,32,S
Honda,Civic,2022,Charcoal,25636,180,34,Touring
Subaru,Crosstrek,2024,Grey,25276,182,29,Sport
Ram,1500,2023,Matte Black,33246,305,23,Tradesman
Ford,Explorer,2023,Grey,40246,300,24,ST-Line
Volkswagen,Tiguan,2024,Charcoal,27724,184,27,SE
Volkswagen,Jetta,2025,White,20092,158,34,S
Audi,A4,2021,Burgundy,33305,261,28,Premium Plus 45
Mercedes-Benz,C-Class,2022,Pearl White,47750,402,22,AMG C 43
BMW,3 Series,2021,Orange,32546,255,29,330i
Volkswagen,Jetta,2023,Black,25349,228,30,GLI Autobahn
Nissan,Rogue,2025,Black,30487,201,33,SV
Kia,Telluride,2023,Green,33882,291,23,S
Honda,CR-V,2024,Grey,29381,204,40,Sport Hybrid
Nissan,Altima,2024,Blue,26167,188,32,SR
Toyota,Tacoma,2024,Midnight Blue,47010,278,21,Limited
Nissan,Rogue,2022,Burgundy,22120,201,33,S
Jeep,Grand Cherokee,2021,Black,31222,293,22,Limited
Nissan,Altima,2023,Charcoal,30877,248,29,SR VC-Turbo
Nissan,Altima,2025,Silver,25830,188,32,S
Jeep,Wrangler,2023,Charcoal,39416,285,17,Rubicon
Toyota,Prius,2025,Pearl White,32990,194,52,XLE
Toyota,Camry,2024,Charcoal,30148,203,31,XLE
Nissan,Rogue,2024,Blue,27700,201,33,S
Subaru,Outback,2024,Charcoal,25367,182,28,Base
Honda,Pilot,2023,Midnight Blue,31890,285,22,Sport
Honda,Civic,2023,Grey,20269,158,35,LX
Toyota,RAV4,2021,Pearl White,21869,203,30,XLE
Kia,K5,2021,Matte Black,18011,180,31,LXS
Ford,Bronco,2024,Yellow,44752,275,20,Outer Banks
Hyundai,Tucson,2020,Orange,21132,187,28,SEL
Ford,Bronco,2024,Grey,35612,275,20,Big Bend
Nissan,Rogue,2023,Blue,23302,201,33,S
Mercedes-Benz,C-Class,2022,Black,49240,402,22,AMG C 43
BMW,X5,2024,Midnight Blue,67257,483,58,xDrive50e
Ram,1500,2021,Black,30115,305,23,Tradesman
Ford,Bronco,2024,Orange,35147,275,20,Big Bend
Ford,F-150,2025,Pearl White,79582,450,16,Raptor
Audi,Q5,2024,Blue,45248,261,25,Premium Plus 45
Nissan,Altima,2022,Midnight Blue,28888,248,29,SR VC-Turbo
Jeep,Grand Cherokee,2023,Grey,51622,293,22,Summit
Chevrolet,Silverado 1500,2021,Charcoal,50285,420,15,ZR2
Subaru,Crosstrek,2021,Pearl White,16289,152,29,Base
Jeep,Grand Cherokee,2023,White,39472,293,22,Limited
Nissan,Rogue,2023,Grey,33954,201,33,Platinum
Nissan,Rogue,2025,Pearl White,32348,201,33,SV
Jeep,Grand Cherokee,2022,Blue,36644,293,22,Limited
Kia,Telluride,2024,Orange,34803,291,23,S
Toyota,Prius,2023,Silver,25552,194,52,XLE
Nissan,Rogue,2021,Grey,21159,201,33,SV
Ford,Explorer,2021,Blue,34328,300,24,ST-Line
BMW,3 Series,2020,Orange,29543,255,29,330i
Honda,CR-V,2022,Grey,24523,190,30,LX
Chevrolet,Tahoe,2025,Red,75617,420,16,High Country
Audi,Q5,2024,White,45994,261,25,Premium Plus 45
Ford,Bronco,2020,Silver,31458,275,17,Badlands
Subaru,Outback,2022,Pearl White,20913,182,28,Base
Volkswagen,Jetta,2023,Pearl White,20129,158,34,S
Ford,Bronco,2020,Burgundy,30844,275,20,Outer Banks
Toyota,RAV4,2022,Matte Black,22853,203,30,XLE
Mercedes-Benz,C-Class,2021,Red,34101,255,30,C 300
Ford,Explorer,2024,Midnight Blue,46688,400,21,ST
Nissan,Rogue,2021,Pearl White,20812,201,33,SV
Chevrolet,Corvette,2025,Yellow,78929,490,19,Stingray 3LT
Chevrolet,Silverado 1500,2023,Pearl White,42310,310,20,LT
BMW,3 Series,2020,Yellow,48374,473,19,M3
Subaru,Outback,2021,Black,28994,260,26,Onyx Edition XT
Jeep,Grand Cherokee,2025,Orange,36677,293,22,Laredo
Mercedes-Benz,GLE,2022,Matte Black,67444,429,20,AMG GLE 53
Jeep,Grand Cherokee,2021,Yellow,24295,293,22,Laredo
Mercedes-Benz,C-Class,2022,Matte Black,37668,255,30,C 300
Audi,A4,2025,Burgundy,43585,201,30,Premium 40
Honda,Pilot,2024,Orange,45476,285,20,TrailSport
Subaru,Crosstrek,2023,Midnight Blue,24332,182,29,Sport
Tesla,Model 3,2020,Pearl White,31911,393,130,Long Range
Audi,Q5,2024,Burgundy,52041,349,21,SQ5
Mercedes-Benz,C-Class,2023,Orange,38699,255,30,C 300
Audi,A4,2024,Matte Black,42206,261,28,Premium Plus 45
Ram,1500,2022,Pearl White,35857,305,23,Big Horn
Audi,A4,2023,Green,45625,349,24,S4
Honda,Pilot,2024,Burgundy,38150,285,22,EX-L
Hyundai,Tucson,2024,Green,26836,187,28,SEL
Honda,Civic,2024,Green,26118,180,36,EX
Volkswagen,Tiguan,2021,Silver,22047,184,27,SE
Audi,Q5,2025,Green,45027,201,26,Premium 40
Honda,Civic,2020,Burgundy,19324,180,36,EX
Ford,Mustang,2024,Blue,27184,315,26,EcoBoost
Tesla,Model S,2022,Burgundy,70076,1020,116,Plaid
Toyota,Tacoma,2024,Red,29974,228,21,SR
Chevrolet,Tahoe,2022,Silver,45261,355,17,LS
Nissan,Rogue,2024,Burgundy,34102,201,33,Platinum
Toyota,Tacoma,2022,White,39136,278,21,Limited
Subaru,Outback,2024,Grey,27867,182,28,Premium
Kia,Telluride,2024,Green,36719,291,23,S
Mercedes-Benz,GLE,2025,Blue,70619,375,22,GLE 450
Ram,1500,2023,Charcoal,80917,702,12,TRX
Volkswagen,Jetta,2021,Yellow,23665,228,30,GLI Autobahn
Jeep,Grand Cherokee,2021,Matte Black,31503,293,22,Limited
Toyota,Prius,2020,Burgundy,18699,194,57,LE
Tesla,Model S,2021,Orange,55226,670,120,Long Range
Volkswagen,Jetta,2024,Matte Black,29299,228,30,GLI Autobahn
Volkswagen,Jetta,2025,Charcoal,24342,158,34,Sport
Volkswagen,Tiguan,2024,Matte Black,25213,184,27,S
Tesla,Model Y,2022,Blue,39460,456,111,Performance
Toyota,Camry,2024,Burgundy,23099,203,32,LE
Volkswagen,Tiguan,2022,Silver,23387,184,27,SE
Tesla,Model Y,2020,Orange,34679,456,111,Performance
Ram,1500,2020,White,41669,395,22,Limited
Jeep,Grand Cherokee,2022,Black,34212,293,22,Limited
BMW,X5,2023,Orange,73893,523,19,M60i
Nissan,Altima,2024,Midnight Blue,31058,248,29,SR VC-Turbo
Audi,A4,2023,Grey,35653,201,30,Premium 40
Hyundai,Elantra,2022,White,16293,147,36,SE
Ford,Mustang,2021,Silver,44402,500,17,Dark Horse
BMW,3 Series,2023,Blue,36017,255,29,330i
Volkswagen,Tiguan,2024,Midnight Blue,36201,184,26,SEL R-Line
Audi,Q5,2020,Black,28824,201,26,Premium 40
Nissan,Altima,2024,Pearl White,23995,188,32,S
Audi,A4,2025,Grey,40836,201,30,Premium 40
Toyota,Prius,2024,Orange,31277,194,52,Limited
Hyundai,Elantra,2023,Matte Black,29006,276,24,N
Ford,F-150,2021,Pearl White,33814,325,20,XLT
Jeep,Grand Cherokee,2022,Silver,49090,293,22,Summit
Hyundai,Tucson,2020,Black,17623,187,28,SE
Nissan,Rogue,2022,Orange,31314,201,33,Platinum
Ford,Mustang,2021,Matte Black,21040,315,26,EcoBoost
Audi,Q5,2023,Orange,49735,349,21,SQ5
Mercedes-Benz,C-Class,2021,Matte Black,43536,402,22,AMG C 43
Nissan,Rogue,2020,Midnight Blue,18371,201,33,S
Hyundai,Elantra,2022,Pearl White,23708,201,31,N Line
Toyota,RAV4,2022,Yellow,23673,203,30,XLE
Subaru,Outback,2020,Green,19954,182,28,Base
Kia,K5,2022,Matte Black,19345,180,31,LXS
Nissan,Rogue,2022,Yellow,24701,201,33,SV
Subaru,Crosstrek,2024,White,24726,152,29,Base
Honda,Civic,2024,White,26270,180,36,EX
Honda,CR-V,2024,Blue,30484,190,30,EX
Mercedes-Benz,GLE,2024,Blue,78296,429,20,AMG GLE 53
Ram,1500,2024,Midnight Blue,50628,395,22,Laramie
Hyundai,Elantra,2020,Orange,15798,147,36,SE
Hyundai,Elantra,2024,White,22381,147,34,SEL
Ram,1500,2024,Black,37874,305,23,Tradesman
Ford,Explorer,2024,Grey,43021,300,24,ST-Line
Ford,Mustang,2021,Yellow,40806,500,17,Dark Horse
Tesla,Model 3,2025,Blue,40284,279,132,RWD
Nissan,Altima,2024,Blue,33722,248,29,SR VC-Turbo
Mercedes-Benz,GLE,2021,Orange,48200,375,22,GLE 450
Mercedes-Benz,GLE,2022,Silver,69213,429,20,AMG GLE 53
Chevrolet,Corvette,2024,Red,71924,490,19,Stingray 3LT
Hyundai,Tucson,2024,Grey,25333,187,28,SE
Volkswagen,Tiguan,2024,Green,30592,184,27,SE
Toyota,Tacoma,2025,Green,32684,228,21,SR
Ford,F-150,2020,Matte Black,33328,325,20,XLT
Tesla,Model Y,2024,Black,43530,384,122,Long Range
BMW,X5,2021,Blue,52413,483,58,xDrive50e
Kia,K5,2024,Charcoal,25145,180,31,GT-Line
Toyota,Camry,2023,Matte Black,26877,301,25,TRD
Jeep,Wrangler,2022,Red,71357,470,14,Rubicon 392
Toyota,Tacoma,2024,Midnight Blue,37107,278,20,TRD Sport
Tesla,Model S,2022,Blue,59259,670,120,Long Range
Volkswagen,Jetta,2025,Midnight Blue,24324,158,34,Sport
Tesla,Model S,2024,Green,68618,670,120,Long Range
Toyota,Camry,2024,Orange,30128,203,31,XLE
Tesla,Model Y,2022,Burgundy,37949,384,122,Long Range
Nissan,Rogue,2021,White,27864,201,33,Platinum
Hyundai,Elantra,2023,Charcoal,25455,201,31,N Line
Ram,1500,2022,Orange,36134,305,23,Big Horn
BMW,3 Series,2022,Green,33541,255,29,330i
Chevrolet,Silverado 1500,2022,Matte Black,38223,310,20,LT
Chevrolet,Tahoe,2024,Red,68807,420,16,High Country
BMW,3 Series,2025,White,42813,255,29,330i
BMW,3 Series,2025,White,57124,382,26,M340i
Honda,CR-V,2021,Black,20547,190,30,LX
Audi,A4,2022,Midnight Blue,31594,201,30,Premium 40
Chevrolet,Corvette,2024,Green,64062,490,19,Stingray 1LT
Subaru,Outback,2021,Burgundy,28913,260,23,Wilderness
Audi,A4,2022,Pearl White,34018,201,30,Premium 40
Nissan,Rogue,2024,Matte Black,36114,201,33,Platinum
Toyota,Prius,2023,Green,21766,194,57,LE
Honda,Civic,2023,Grey,21609,158,33,Sport
Jeep,Wrangler,2021,Yellow,24120,285,20,Sport
Jeep,Wrangler,2020,Burgundy,19696,285,20,Sport
Chevrolet,Corvette,2022,Burgundy,59361,490,19,Stingray 2LT
Toyota,RAV4,2020,Blue,19897,203,30,LE
Mercedes-Benz,C-Class,2022,Burgundy,34909,255,30,C 300
Mercedes-Benz,GLE,2023,Charcoal,59930,375,22,GLE 450
Tesla,Model S,2023,Burgundy,76986,1020,116,Plaid
Mercedes-Benz,C-Class,2020,Grey,32199,255,30,C 300
Ram,1500,2023,Grey,54279,395,22,Limited
Volkswagen,Jetta,2023,Midnight Blue,20970,158,34,Sport
Nissan,Altima,2024,Orange,33928,248,29,SR VC-Turbo
Chevrolet,Corvette,2024,White,62646,490,19,Stingray 1LT
Jeep,Grand Cherokee,2023,Yellow,39873,293,22,Limited
Nissan,Rogue,2023,Midnight Blue,34229,201,33,Platinum
Subaru,Crosstrek,2024,Matte Black,28849,182,29,Limited
Honda,Pilot,2024,Red,40019,285,22,EX-L
Kia,Telluride,2024,Black,48478,291,23,SX Prestige
Kia,Telluride,2022,Matte Black,27841,291,23,S
BMW,3 Series,2022,Yellow,35104,255,29,330i
Jeep,Grand Cherokee,2022,Pearl White,29360,293,22,Laredo
Ram,1500,2020,Blue,34672,395,22,Laramie
Kia,K5,2021,Grey,21025,180,31,GT-Line
Toyota,Tacoma,2022,Midnight Blue,24342,228,21,SR
Ram,1500,2021,Grey,26285,305,23,Tradesman
Mercedes-Benz,C-Class,2023,Yellow,41073,255,30,C 300
BMW,3 Series,2025,Yellow,75684,473,19,M3
Ford,F-150,2025,Red,38541,325,20,XL
BMW,X5,2025,White,65800,375,25,sDrive40i
Toyota,Camry,2025,Pearl White,27056,203,32,LE
Honda,Civic,2022,Green,22958,180,36,EX
Subaru,Outback,2021,Charcoal,23596,182,28,Premium
Ram,1500,2024,Red,89696,702,12,TRX
Jeep,Wrangler,2021,Yellow,29019,285,19,Willys
Toyota,RAV4,2025,Blue,34672,203,28,Adventure
Toyota,Camry,2022,Green,24765,203,31,XLE
Chevrolet,Silverado 1500,2021,Yellow,35415,310,20,LT
Audi,Q5,2025,Matte Black,48996,261,25,Premium Plus 45
Volkswagen,Tiguan,2024,Charcoal,28328,184,27,SE
Subaru,Outback,2021,Red,22027,182,28,Base
Mercedes-Benz,GLE,2021,Blue,43960,255,24,GLE 350
Mercedes-Benz,C-Class,2021,Charcoal,33784,255,30,C 300
Hyundai,Elantra,2023,Grey,19194,147,34,SEL
Honda,CR-V,2023,Orange,29188,204,40,Sport Hybrid
Hyundai,Tucson,2021,Red,23968,226,38,Hybrid Blue
Hyundai,Elantra,2022,Blue,27653,276,24,N
Toyota,Prius,2023,Black,28678,194,52,Limited
Honda,Pilot,2024,Pearl White,45771,285,20,TrailSport
Nissan,Rogue,2024,Midnight Blue,37219,201,33,Platinum
BMW,3 Series,2025,Black,45372,255,29,330i
Subaru,Outback,2022,Silver,30673,260,23,Wilderness
Nissan,Altima,2023,Silver,23275,188,32,SR
Mercedes-Benz,C-Class,2022,Charcoal,36983,255,30,C 300
Kia,Telluride,2023,Green,28978,291,23,LX
Mercedes-Benz,C-Class,2022,Black,35364,255,30,C 300
Subaru,Crosstrek,2023,Grey,27558,182,29,Limited
Nissan,Rogue,2023,Charcoal,32502,201,33,Platinum
Ford,Mustang,2023,Burgundy,48909,500,17,Dark Horse
Ram,1500,2023,Matte Black,47414,395,22,Laramie
Ford,F-150,2022,Red,27928,325,20,XL
BMW,X5,2024,Orange,60688,375,25,sDrive40i
Chevrolet,Silverado 1500,2025,Matte Black,53020,355,19,RST
Hyundai,Elantra,2024,Burgundy,32707,276,24,N
Jeep,Wrangler,2024,Matte Black,42180,285,17,Rubicon
Ram,1500,2022,Charcoal,29573,305,23,Tradesman
Mercedes-Benz,GLE,2022,White,48047,255,24,GLE 350
Honda,Pilot,2020,Red,31178,285,20,TrailSport
Volkswagen,Tiguan,2023,Red,28647,184,27,SE
Hyundai,Elantra,2024,Pearl White,26596,201,31,N Line
Chevrolet,Silverado 1500,2021,Midnight Blue,51938,420,15,ZR2
Ram,1500,2022,Black,75309,702,12,TRX
Hyundai,Elantra,2022,Orange,20185,201,31,N Line
Mercedes-Benz,C-Class,2021,Midnight Blue,45442,402,22,AMG C 43
Nissan,Altima,2024,Midnight Blue,22972,188,32,S
Mercedes-Benz,GLE,2024,Charcoal,81694,429,20,AMG GLE 53
Ford,F-150,2025,Silver,79630,450,16,Raptor
Audi,A4,2020,Red,27493,201,30,Premium 40
Ford,Explorer,2020,Burgundy,31456,400,21,ST
Tesla,Model 3,2021,Charcoal,35169,393,130,Long Range
Hyundai,Elantra,2022,Grey,25604,276,24,N
Tesla,Model Y,2022,Silver,38484,384,122,Long Range
Jeep,Grand Cherokee,2022,Green,28976,293,22,Laredo
Tesla,Model S,2025,Midnight Blue,76264,670,120,Long Range
Nissan,Rogue,2024,Grey,35557,201,33,Platinum
Nissan,Rogue,2020,Black,20569,201,33,SV
Honda,Pilot,2023,Red,39915,285,20,TrailSport
Ram,1500,2024,Grey,35906,305,23,Tradesman
Volkswagen,Tiguan,2020,Black,20538,184,27,SE
Toyota,Camry,2020,Green,15599,203,32,LE
BMW,3 Series,2024,Pearl White,70376,473,19,M3
Ford,Explorer,2024,Orange,41140,300,24,ST-Line
Kia,Telluride,2021,Midnight Blue,28849,291,23,S
Ford,Explorer,2024,Green,34244,300,24,XLT
Toyota,Prius,2024,Charcoal,27528,194,57,LE
Hyundai,Tucson,2021,White,23834,226,38,Hybrid Blue
Nissan,Altima,2023,Black,21877,188,32,SR
Jeep,Wrangler,2021,Orange,21605,285,20,Sport
Mercedes-Benz,GLE,2024,Black,59449,255,24,GLE 350
Mercedes-Benz,GLE,2021,Blue,43096,255,24,GLE 350
Mercedes-Benz,GLE,2022,Green,48863,255,24,GLE 350
Subaru,Outback,2024,Matte Black,36387,260,26,Onyx Edition XT
BMW,X5,2021,White,45983,375,25,sDrive40i
Nissan,Altima,2023,Silver,20544,188,32,S
Subaru,Outback,2024,Pearl White,28521,182,28,Base
Jeep,Wrangler,2024,Green,44072,285,17,Rubicon
Audi,A4,2024,White,48162,349,24,S4
Hyundai,Tucson,2022,Midnight Blue,22187,187,28,SEL
Nissan,Rogue,2023,Blue,26099,201,33,S
BMW,X5,2023,Black,62006,483,58,xDrive50e
Tesla,Model Y,2024,Green,46759,456,111,Performance
Ram,1500,2021,Grey,48955,395,22,Limited
Jeep,Grand Cherokee,2023,Charcoal,38951,293,22,Limited
Honda,Civic,2024,White,29290,180,34,Touring
Kia,K5,2023,Yellow,22504,180,31,GT-Line
Tesla,Model S,2022,Black,70377,1020,116,Plaid
Chevrolet,Corvette,2020,Red,45000,490,19,Stingray 1LT
Honda,Pilot,2020,Pearl White,30369,285,20,TrailSport
Jeep,Grand Cherokee,2023,Charcoal,40210,293,22,Limited
Volkswagen,Jetta,2023,Black,17316,158,34,S
Mercedes-Benz,C-Class,2025,Green,48070,255,30,C 300
Tesla,Model S,2024,Red,67761,670,120,Long Range
Tesla,Model S,2021,Charcoal,51733,670,120,Long Range
Volkswagen,Jetta,2021,Black,23325,228,30,GLI Autobahn
Audi,A4,2021,Black,33248,261,28,Premium Plus 45
Kia,Telluride,2022,Yellow,40424,291,23,SX Prestige
Ram,1500,2023,Charcoal,48184,395,22,Laramie
Ram,1500,2021,Burgundy,40491,395,22,Laramie
Ford,Mustang,2024,Blue,38865,480,18,GT
Jeep,Wrangler,2024,Yellow,35171,285,19,Willys
Ford,Mustang,2023,Burgundy,35353,480,18,GT
Jeep,Grand Cherokee,2023,Charcoal,30899,293,22,Laredo
Volkswagen,Jetta,2024,Orange,20962,158,34,Sport
Toyota,RAV4,2024,Burgundy,29067,203,30,XLE
Subaru,Crosstrek,2024,Green,27325,182,29,Sport
Hyundai,Elantra,2022,Charcoal,23431,201,31,N Line
Jeep,Wrangler,2023,Yellow,38478,285,17,Rubicon
Chevrolet,Tahoe,2024,Pearl White,68926,420,16,High Country
Jeep,Grand Cherokee,2020,Matte Black,30365,293,22,Limited
Kia,K5,2022,Grey,20931,180,31,GT-Line
Toyota,Tacoma,2022,Matte Black,23390,228,21,SR
Toyota,Camry,2024,Charcoal,31078,301,25,TRD
Chevrolet,Silverado 1500,2024,Silver,33565,310,20,WT
Mercedes-Benz,GLE,2022,Burgundy,49535,255,24,GLE 350
BMW,X5,2020,Blue,60008,523,19,M60i
Kia,Telluride,2020,Orange,25542,291,23,LX
Ford,F-150,2023,Grey,64974,450,16,Raptor
Jeep,Wrangler,2022,Blue,38025,285,17,Rubicon
Mercedes-Benz,C-Class,2020,Orange,39084,402,22,AMG C 43
Volkswagen,Jetta,2023,Black,17573,158,34,S
Chevrolet,Tahoe,2024,Green,72052,420,16,High Country
Subaru,Outback,2022,Yellow,23827,182,28,Base
Ram,1500,2022,White,36857,305,23,Big Horn
Jeep,Grand Cherokee,2021,Red,32540,293,22,Limited
Kia,K5,2024,Charcoal,27713,290,27,GT
Tesla,Model S,2024,Silver,82139,1020,116,Plaid
Audi,Q5,2025,Blue,50631,261,25,Premium Plus 45
Volkswagen,Tiguan,2024,Green,35940,184,26,SEL R-Line
Honda,Pilot,2022,White,31698,285,22,EX-L
Volkswagen,Tiguan,2023,Red,34867,184,26,SEL R-Line
Kia,Telluride,2024,Burgundy,47108,291,23,SX Prestige
Ford,Mustang,2025,Red,29661,315,26,EcoBoost
Ford,F-150,2023,Charcoal,40968,325,20,XLT
Honda,Civic,2024,Grey,23374,180,36,EX
Mercedes-Benz,C-Class,2020,Green,32864,255,30,C 300
Tesla,Model Y,2023,Midnight Blue,40099,384,122,Long Range
Nissan,Rogue,2022,White,23094,201,33,S
Tesla,Model 3,2021,White,33309,393,130,Long Range
Jeep,Wrangler,2021,Silver,29025,285,19,Willys
Chevrolet,Silverado 1500,2024,Orange,65112,420,15,ZR2
Audi,Q5,2022,Black,43944,349,21,SQ5
Ram,1500,2021,Burgundy,69757,702,12,TRX
BMW,X5,2024,Silver,65142,483,58,xDrive50e
Toyota,Prius,2025,Red,28292,194,57,LE
